year,month,temp,npositive
1958,1,246.0726105483871,0.0
1958,2,242.9739367142857,0.0
1958,3,246.83921138709678,0.0
1958,4,251.2638448,0.0
1958,5,265.39798567741934,0.0
1958,6,273.29154086666665,20.0
1958,7,274.3927595483871,31.0
1958,8,273.062810032258,18.0
1958,9,264.8827465,0.0
1958,10,254.31390377419356,0.0
1958,11,247.26110246666667,0.0
1958,12,246.51399416129033,0.0
1959,1,242.3585867096774,0.0
1959,2,240.77468621428574,0.0
1959,3,246.6898154516129,0.0
1959,4,256.17886376666667,0.0
1959,5,266.0501027419355,0.0
1959,6,273.67419390000003,20.0
1959,7,274.44631487096774,31.0
1959,8,272.96890574193543,16.0
1959,9,265.2981603,0.0
1959,10,257.1634758709677,0.0
1959,11,252.76747133333336,0.0
1959,12,244.31546377419355,0.0
1960,1,245.49796529032258,0.0
1960,2,240.15156986206898,0.0
1960,3,240.802278483871,0.0
1960,4,252.5948905666667,0.0
1960,5,266.84367706451616,0.0
1960,6,273.7802561,27.0
1960,7,274.6339570645161,31.0
1960,8,272.9584305483871,15.0
1960,9,266.99780223333335,0.0
1960,10,254.6095424516129,0.0
1960,11,247.7516027,0.0
1960,12,244.51955877419354,0.0
1961,1,242.7836116129032,0.0
1961,2,240.17333064285714,0.0
1961,3,243.1463046129032,0.0
1961,4,252.86473636666668,0.0
1961,5,263.19313187096776,0.0
1961,6,273.328289,20.0
1961,7,274.4578196451613,31.0
1961,8,272.5976754516129,16.0
1961,9,264.7291851666667,0.0
1961,10,256.69027403225806,0.0
1961,11,246.6824169,0.0
1961,12,241.15491229032259,0.0
1962,1,242.09472912903226,0.0
1962,2,242.41753678571428,0.0
1962,3,247.84556141935482,0.0
1962,4,252.45255343333335,0.0
1962,5,263.0574192258065,0.0
1962,6,273.5258745666667,22.0
1962,7,274.41905522580646,31.0
1962,8,272.4299006129032,12.0
1962,9,262.5450911666667,0.0
1962,10,254.57768922580644,0.0
1962,11,251.7110552,0.0
1962,12,242.43579561290323,0.0
1963,1,238.1126857419355,0.0
1963,2,239.2081727857143,0.0
1963,3,240.58298932258066,0.0
1963,4,251.0693317,0.0
1963,5,265.18235032258065,0.0
1963,6,273.4331663333333,22.0
1963,7,274.35068990322577,31.0
1963,8,272.99197164516124,17.0
1963,9,264.5930974,0.0
1963,10,253.9308556451613,0.0
1963,11,247.5940767333333,0.0
1963,12,245.4964549032258,0.0
1964,1,238.54509722580647,0.0
1964,2,241.77983486206898,0.0
1964,3,242.05817096774192,0.0
1964,4,250.83861746666668,0.0
1964,5,262.51812432258066,0.0
1964,6,273.3004534333333,22.0
1964,7,274.2049215806452,31.0
1964,8,273.06139616129036,21.0
1964,9,264.4946549333333,0.0
1964,10,256.54442222580644,0.0
1964,11,248.82153366666668,0.0
1964,12,245.4856197419355,0.0
1965,1,243.23545761290322,0.0
1965,2,244.708225,0.0
1965,3,243.56021051612902,0.0
1965,4,252.94650776666668,0.0
1965,5,264.4478689032258,0.0
1965,6,273.49313236666666,21.0
1965,7,274.39043448387093,31.0
1965,8,273.1697209354839,19.0
1965,9,266.41593496666667,0.0
1965,10,255.1054511935484,0.0
1965,11,254.7277227,0.0
1965,12,243.41513177419355,0.0
1966,1,240.06532603225807,0.0
1966,2,243.1189189642857,0.0
1966,3,240.89957222580645,0.0
1966,4,251.8253457,0.0
1966,5,264.2450055483871,0.0
1966,6,272.57646216666666,14.0
1966,7,274.43973932258064,31.0
1966,8,273.0478780645161,21.0
1966,9,265.28928456666665,0.0
1966,10,251.2499016451613,0.0
1966,11,248.84857056666667,0.0
1966,12,248.13246329032256,0.0
1967,1,240.85006158064516,0.0
1967,2,238.03291557142856,0.0
1967,3,246.4449943548387,0.0
1967,4,254.98063893333335,0.0
1967,5,266.5497558387097,0.0
1967,6,273.347243,20.0
1967,7,274.31358277419355,31.0
1967,8,272.8447940967742,15.0
1967,9,267.80297083333335,0.0
1967,10,258.2242009032258,0.0
1967,11,249.17208453333333,0.0
1967,12,246.58506851612904,0.0
1968,1,245.5423622903226,0.0
1968,2,241.28603968965518,0.0
1968,3,245.39928087096774,0.0
1968,4,253.21228293333334,0.0
1968,5,265.1929071290323,0.0
1968,6,273.5922055333333,19.0
1968,7,274.3699249354838,31.0
1968,8,272.99776877419356,19.0
1968,9,265.06195456666666,0.0
1968,10,255.12570003225807,0.0
1968,11,245.082868,0.0
1968,12,242.44827829032258,0.0
1969,1,242.92940512903226,0.0
1969,2,243.75572767857145,0.0
1969,3,239.67456132258064,0.0
1969,4,249.89070346666668,0.0
1969,5,264.913346,0.0
1969,6,272.84815876666664,19.0
1969,7,274.09251945161293,31.0
1969,8,272.5277109354839,14.0
1969,9,266.18293173333336,0.0
1969,10,256.7408895483871,0.0
1969,11,250.29031156666667,0.0
1969,12,249.31743577419354,0.0
1970,1,243.9293557096774,0.0
1970,2,243.49273264285713,0.0
1970,3,245.11749141935485,0.0
1970,4,250.33153736666665,0.0
1970,5,264.8986296451613,0.0
1970,6,273.1747880666666,18.0
1970,7,274.3204058387097,31.0
1970,8,272.6921108709678,15.0
1970,9,265.66375626666667,0.0
1970,10,256.3895481290323,0.0
1970,11,248.70494490000002,0.0
1970,12,243.99340661290324,0.0
1971,1,239.0573429032258,0.0
1971,2,249.6925274642857,0.0
1971,3,246.55574858064514,0.0
1971,4,254.5723158,0.0
1971,5,266.67615303225807,0.0
1971,6,273.5882924,22.0
1971,7,274.3433726774194,31.0
1971,8,272.57329896774195,9.0
1971,9,267.06857583333334,0.0
1971,10,255.32695477419355,0.0
1971,11,247.09314196666668,0.0
1971,12,244.24266406451613,0.0
1972,1,248.44477141935485,0.0
1972,2,240.8131256551724,0.0
1972,3,248.2662482580645,0.0
1972,4,250.3041221,0.0
1972,5,263.7303729677419,0.0
1972,6,273.22365683333334,16.0
1972,7,274.0128694516129,31.0
1972,8,272.7500017419355,12.0
1972,9,267.98368393333334,0.0
1972,10,259.09607558064516,0.0
1972,11,250.7649863,0.0
1972,12,245.00862477419355,0.0
1973,1,244.68783383870968,0.0
1973,2,240.90401753571427,0.0
1973,3,245.56885235483873,0.0
1973,4,254.3302011,0.0
1973,5,264.2526279354839,0.0
1973,6,273.1264559666667,17.0
1973,7,274.1798133225806,31.0
1973,8,272.6421461612903,14.0
1973,9,263.17195753333334,0.0
1973,10,253.4164651935484,0.0
1973,11,248.33816003333334,0.0
1973,12,244.7233438064516,0.0
1974,1,250.1174628064516,0.0
1974,2,244.86175307142858,0.0
1974,3,246.3915412580645,0.0
1974,4,252.89263053333335,0.0
1974,5,264.7141962903226,0.0
1974,6,272.9425094333333,15.0
1974,7,274.27872177419357,31.0
1974,8,273.050481,17.0
1974,9,264.09780743333334,0.0
1974,10,256.3308085483871,0.0
1974,11,246.8179443,0.0
1974,12,242.35957258064516,0.0
1975,1,242.21604877419355,0.0
1975,2,243.5148818214286,0.0
1975,3,245.20743061290324,0.0
1975,4,252.98733929999997,0.0
1975,5,263.9460389354839,0.0
1975,6,273.22685559999996,17.0
1975,7,274.45969735483874,31.0
1975,8,272.2326654516129,15.0
1975,9,264.09105423333335,0.0
1975,10,252.82095158064516,0.0
1975,11,245.18388623333334,0.0
1975,12,246.2490299354839,0.0
1976,1,245.551322,0.0
1976,2,250.23927644827586,0.0
1976,3,250.16778503225808,0.0
1976,4,252.5157145,0.0
1976,5,263.98186612903226,0.0
1976,6,273.24995426666663,20.0
1976,7,274.1471781935484,31.0
1976,8,272.40604451612904,12.0
1976,9,266.30531426666664,0.0
1976,10,253.64355277419352,0.0
1976,11,243.69684223333334,0.0
1976,12,245.01529422580646,0.0
1977,1,250.70414151612903,0.0
1977,2,241.38478092857144,0.0
1977,3,241.229478483871,0.0
1977,4,250.28645403333334,0.0
1977,5,264.91684367741937,0.0
1977,6,273.3485192,15.0
1977,7,274.35043332258067,31.0
1977,8,272.55178874193547,15.0
1977,9,263.0061973,0.0
1977,10,255.4560488064516,0.0
1977,11,246.9223699,0.0
1977,12,244.3175006451613,0.0
1978,1,242.1188626451613,0.0
1978,2,242.20425675,0.0
1978,3,243.46939758064516,0.0
1978,4,252.78046133333334,0.0
1978,5,265.30275303225807,0.0
1978,6,272.5742521,12.0
1978,7,274.1269939032258,31.0
1978,8,272.4089551290323,10.0
1978,9,265.3074244333333,0.0
1978,10,256.2215817419355,0.0
1978,11,249.77876546666667,0.0
1978,12,245.75902861290322,0.0
1979,1,242.82908793548387,0.0
1979,2,236.90349067857142,0.0
1979,3,245.23923335483872,0.0
1979,4,250.40320376666665,0.0
1979,5,265.4034501612903,0.0
1979,6,273.41385306666666,19.0
1979,7,274.59325009677417,31.0
1979,8,273.2362907419355,20.0
1979,9,266.82820293333333,0.0
1979,10,255.0171655483871,0.0
1979,11,246.42049646666666,0.0
1979,12,243.64802032258066,0.0
1980,1,245.1104445483871,0.0
1980,2,243.31301631034484,0.0
1980,3,246.33651429032255,0.0
1980,4,252.67955410000002,0.0
1980,5,265.9391778064516,0.0
1980,6,272.87560683333334,13.0
1980,7,274.16343077419356,31.0
1980,8,271.8579438387097,7.0
1980,9,264.5678765666667,0.0
1980,10,257.77913538709674,0.0
1980,11,246.50920476666667,0.0
1980,12,243.5127607419355,0.0
1981,1,241.65522058064514,0.0
1981,2,244.97987628571428,0.0
1981,3,246.87987938709676,0.0
1981,4,254.69706743333333,0.0
1981,5,265.16008712903226,0.0
1981,6,273.41491436666666,20.0
1981,7,274.2049250322581,31.0
1981,8,272.96207703225804,14.0
1981,9,266.2632174666667,0.0
1981,10,259.4828452580645,0.0
1981,11,250.75606246666666,0.0
1981,12,245.61796251612904,0.0
1982,1,243.22100090322581,0.0
1982,2,241.9070019642857,0.0
1982,3,245.5615403548387,0.0
1982,4,249.97178806666668,0.0
1982,5,264.6961007419355,0.0
1982,6,273.2821482333333,20.0
1982,7,274.158338516129,31.0
1982,8,272.9305282580645,16.0
1982,9,266.7194503,0.0
1982,10,257.6207187096774,0.0
1982,11,250.38701836666667,0.0
1982,12,246.7334360967742,0.0
1983,1,242.10815022580647,0.0
1983,2,242.53084939285714,0.0
1983,3,249.71188190322582,0.0
1983,4,250.44168443333334,0.0
1983,5,265.61131587096776,0.0
1983,6,272.59526616666665,13.0
1983,7,274.3377784838709,31.0
1983,8,273.28859619354836,20.0
1983,9,264.6644058333333,0.0
1983,10,255.66324903225808,0.0
1983,11,247.36904546666668,0.0
1983,12,245.00602996774194,0.0
1984,1,246.83427941935483,0.0
1984,2,247.10805058620687,0.0
1984,3,242.7654008387097,0.0
1984,4,250.9367485,0.0
1984,5,264.7926106451613,0.0
1984,6,273.2189568,23.0
1984,7,274.52783758064515,31.0
1984,8,273.01344325806457,18.0
1984,9,267.80910836666663,0.0
1984,10,258.96198925806453,0.0
1984,11,251.15555033333334,0.0
1984,12,248.3783727419355,0.0
1985,1,245.01003258064517,0.0
1985,2,243.26889035714288,0.0
1985,3,242.00418712903226,0.0
1985,4,251.36812463333334,0.0
1985,5,264.31032512903226,0.0
1985,6,273.5884795666667,23.0
1985,7,274.5777403548387,31.0
1985,8,272.15475638709677,11.0
1985,9,265.2331306,0.0
1985,10,254.57765396774192,0.0
1985,11,249.25557066666667,0.0
1985,12,249.03830303225806,0.0
1986,1,241.39950761290322,0.0
1986,2,242.16708860714286,0.0
1986,3,242.7154107419355,0.0
1986,4,250.27544216666666,0.0
1986,5,265.3588217741936,0.0
1986,6,272.8772883,16.0
1986,7,274.0567986129032,31.0
1986,8,272.736181483871,16.0
1986,9,263.64290496666666,0.0
1986,10,256.2910208387097,0.0
1986,11,250.51395570000003,0.0
1986,12,247.881883,0.0
1987,1,244.0309563548387,0.0
1987,2,240.58692971428573,0.0
1987,3,241.33843567741937,0.0
1987,4,253.70422156666666,0.0
1987,5,264.1316789354839,0.0
1987,6,273.40451906666664,20.0
1987,7,274.32208370967743,31.0
1987,8,272.6363524516129,18.0
1987,9,260.9333008,0.0
1987,10,252.74165487096775,0.0
1987,11,244.97400753333335,0.0
1987,12,242.3487113548387,0.0
1988,1,242.7881782580645,0.0
1988,2,245.98194551724137,0.0
1988,3,242.26411948387096,0.0
1988,4,250.73036480000002,0.0
1988,5,266.3634423548387,0.0
1988,6,273.31692230000004,16.0
1988,7,274.2627459354839,31.0
1988,8,272.778112,14.0
1988,9,265.98571653333335,0.0
1988,10,255.15446316129032,0.0
1988,11,248.34924093333333,0.0
1988,12,246.64490012903227,0.0
1989,1,240.06950906451613,0.0
1989,2,244.53205225000002,0.0
1989,3,244.24184664516127,0.0
1989,4,251.19823553333333,0.0
1989,5,266.2081861935484,0.0
1989,6,273.48855583333335,22.0
1989,7,274.2839491290323,31.0
1989,8,272.87805009677425,17.0
1989,9,266.92696706666663,0.0
1989,10,255.140577,0.0
1989,11,245.10879933333334,0.0
1989,12,245.89046977419355,0.0
1990,1,251.19157522580645,0.0
1990,2,246.89245114285714,0.0
1990,3,245.27601832258065,0.0
1990,4,255.0339428,0.0
1990,5,268.02623358064517,0.0
1990,6,273.93166636666666,27.0
1990,7,274.4434607096774,31.0
1990,8,273.23263606451616,22.0
1990,9,267.98943223333333,0.0
1990,10,253.71330987096772,0.0
1990,11,245.3214981,0.0
1990,12,242.8593396451613,0.0
1991,1,245.14249512903226,0.0
1991,2,240.77414035714287,0.0
1991,3,243.89309141935485,0.0
1991,4,248.8122866,0.0
1991,5,266.5609878709677,0.0
1991,6,273.80777556666663,25.0
1991,7,274.75477038709676,31.0
1991,8,273.4775593548387,20.0
1991,9,268.2026052,0.0
1991,10,255.88431387096776,0.0
1991,11,247.5119777,0.0
1991,12,245.00148341935486,0.0
1992,1,240.96047554838708,0.0
1992,2,242.36683131034482,0.0
1992,3,248.09636396774192,0.0
1992,4,252.85374136666667,0.0
1992,5,264.7506193870967,0.0
1992,6,272.65148519999997,11.0
1992,7,274.40874409677417,31.0
1992,8,272.189184,7.0
1992,9,265.4311508,0.0
1992,10,253.77882945161292,0.0
1992,11,248.68717460000002,0.0
1992,12,244.82120358064518,0.0
1993,1,241.46783951612903,0.0
1993,2,243.88593342857143,0.0
1993,3,240.03059177419354,0.0
1993,4,253.46774723333334,0.0
1993,5,265.73793400000005,0.0
1993,6,273.7342633,20.0
1993,7,274.7813351612903,31.0
1993,8,272.84143858064516,15.0
1993,9,265.6831254333334,0.0
1993,10,253.62964712903226,0.0
1993,11,248.7964001,0.0
1993,12,242.31360319354837,0.0
1994,1,243.0360346451613,0.0
1994,2,244.33149557142858,0.0
1994,3,243.30788483870967,0.0
1994,4,252.54941390000002,0.0
1994,5,263.96698777419357,0.0
1994,6,273.3426367666667,17.0
1994,7,274.61581787096776,31.0
1994,8,272.7013902580645,13.0
1994,9,264.2574046333333,0.0
1994,10,257.2139887741936,0.0
1994,11,246.084334,0.0
1994,12,243.85688764516127,0.0
1995,1,242.13772799999998,0.0
1995,2,246.24744010714286,0.0
1995,3,243.41289970967742,0.0
1995,4,258.3103180333333,0.0
1995,5,266.2158455483871,0.0
1995,6,273.2000710666667,15.0
1995,7,274.8259284516129,31.0
1995,8,272.7181451290323,16.0
1995,9,266.8527112666667,0.0
1995,10,258.4671088064516,0.0
1995,11,249.4048234,0.0
1995,12,243.11503370967745,0.0
1996,1,243.79216096774195,0.0
1996,2,243.50946382758622,0.0
1996,3,243.97540025806452,0.0
1996,4,254.96859780000003,0.0
1996,5,266.1140936451613,0.0
1996,6,273.15341133333334,19.0
1996,7,274.00570770967744,31.0
1996,8,272.15460564516127,14.0
1996,9,264.49041246666667,0.0
1996,10,253.8372430967742,0.0
1996,11,255.41198526666668,0.0
1996,12,244.06463512903227,0.0
1997,1,240.42427293548386,0.0
1997,2,243.509176,0.0
1997,3,251.33893696774192,0.0
1997,4,252.93080886666667,0.0
1997,5,265.41191241935485,0.0
1997,6,272.99473283333333,17.0
1997,7,274.28352861290324,31.0
1997,8,271.73262264516126,14.0
1997,9,266.77064936666665,0.0
1997,10,258.468691,0.0
1997,11,250.5001862,0.0
1997,12,244.4323935483871,0.0
1998,1,245.14145393548387,0.0
1998,2,240.96148271428572,0.0
1998,3,245.84660848387097,0.0
1998,4,254.8633951333333,0.0
1998,5,264.70802158064515,0.0
1998,6,274.00688263333336,28.0
1998,7,274.54478545161294,31.0
1998,8,273.3183609354839,19.0
1998,9,267.1587245333333,0.0
1998,10,256.0591718387097,0.0
1998,11,253.30720776666666,0.0
1998,12,244.54499487096774,0.0
1999,1,243.0407075483871,0.0
1999,2,242.63208185714285,0.0
1999,3,247.36387825806452,0.0
1999,4,253.47635033333333,0.0
1999,5,266.1651150645161,0.0
1999,6,273.2492516333333,20.0
1999,7,274.4443929677419,31.0
1999,8,272.73732664516126,15.0
1999,9,266.40603203333336,0.0
1999,10,256.80631448387095,0.0
1999,11,251.32931486666666,0.0
1999,12,249.5231024193548,0.0
2000,1,245.33908474193547,0.0
2000,2,245.59663965517242,0.0
2000,3,247.94794761290325,0.0
2000,4,254.17193146666668,0.0
2000,5,265.0809559032258,0.0
2000,6,273.4398344,18.0
2000,7,274.2928176129032,31.0
2000,8,272.35082177419355,12.0
2000,9,265.19428323333335,0.0
2000,10,258.57887529032257,0.0
2000,11,249.72525723333334,0.0
2000,12,247.79549616129032,0.0
2001,1,245.64502477419353,0.0
2001,2,245.76327725000002,0.0
2001,3,243.39937158064518,0.0
2001,4,251.56391716666667,0.0
2001,5,264.6421118387097,0.0
2001,6,273.0062291,18.0
2001,7,274.1077826774194,30.0
2001,8,272.2490493870968,8.0
2001,9,266.2888714,0.0
2001,10,257.760024,0.0
2001,11,251.32400006666666,0.0
2001,12,250.15562622580646,0.0
2002,1,246.81551648387097,0.0
2002,2,241.5920585357143,0.0
2002,3,248.78210103225805,0.0
2002,4,250.9675596333333,0.0
2002,5,266.2626975483871,0.0
2002,6,273.4225960333333,42.0
2002,7,274.25166706451614,62.0
2002,8,273.26059670491804,42.0
2002,9,266.3759153666667,0.0
2002,10,259.7452979032258,0.0
2002,11,251.97205936666666,0.0
2002,12,250.1820975483871,0.0
2003,1,246.36319948387094,0.0
2003,2,240.89294314285715,0.0
2003,3,242.83589874193547,0.0
2003,4,252.26181783333334,0.0
2003,5,264.96116941935486,0.0
2003,6,272.5863404333333,16.0
2003,7,274.15529148387094,31.0
2003,8,272.6692490645161,12.0
2003,9,267.3046746,0.0
2003,10,257.35321016129035,0.0
2003,11,250.5692588,0.0
2003,12,246.38930296774194,0.0
2004,1,245.2131296451613,0.0
2004,2,242.30574655172413,0.0
2004,3,245.02728496774193,0.0
2004,4,253.4664503,0.0
2004,5,263.6949777096774,0.0
2004,6,272.4243869,10.0
2004,7,273.94133529032257,31.0
2004,8,272.54890180645157,9.0
2004,9,265.6412891333333,0.0
2004,10,256.98024909677423,0.0
2004,11,247.981545,0.0
2004,12,248.5444974,0.0
2005,1,250.6568273870968,0.0
2005,2,250.8284959285714,0.0
2005,3,244.87459522580647,0.0
2005,4,252.06939656666665,0.0
2005,5,266.4314921290322,0.0
2005,6,273.1141950666667,17.0
2005,7,273.9835523548387,31.0
2005,8,272.45272332258065,13.0
2005,9,266.6740071333333,0.0
2005,10,259.0990892580645,0.0
2005,11,251.30271713333335,0.0
2005,12,250.42373132258064,0.0
2006,1,255.02961816129033,0.0
2006,2,245.17705482142858,0.0
2006,3,246.08890180645162,0.0
2006,4,257.7981537333333,0.0
2006,5,266.61458477419353,0.0
2006,6,272.83495896666665,12.0
2006,7,274.1167028064516,31.0
2006,8,271.64478296774195,8.0
2006,9,267.35122756666664,0.0
2006,10,259.48130454838713,0.0
2006,11,253.1856237,0.0
2006,12,246.52588977419353,0.0
2007,1,245.19765438709678,0.0
2007,2,248.11470032142856,0.0
2007,3,246.51128790322582,0.0
2007,4,256.2643369666667,0.0
2007,5,263.3683947741935,0.0
2007,6,272.8717259333333,21.0
2007,7,274.0375876451613,31.0
2007,8,273.199561516129,19.0
2007,9,268.66404976666666,0.0
2007,10,262.26283632258065,0.0
2007,11,251.70053086666667,0.0
2007,12,249.52387396774193,0.0
2008,1,241.4497122580645,0.0
2008,2,245.23552203448276,0.0
2008,3,245.21349238709678,0.0
2008,4,254.1020835666667,0.0
2008,5,265.00221732258063,0.0
2008,6,272.848814,13.0
2008,7,274.12611936666667,30.0
2008,8,272.7587590967742,14.0
2008,9,268.1033905,0.0
2008,10,257.8944775416667,0.0
2008,11,253.96540784,0.0
2008,12,249.40711006451613,0.0
2009,1,250.26704805882352,0.0
2009,2,246.83369635714286,0.0
2009,3,244.81587667741937,0.0
2009,4,250.96793010344825,0.0
2009,5,265.3230468387097,0.0
2009,6,272.46104856666665,11.0
2009,7,274.05048651612907,29.0
2009,8,272.9266638064516,11.0
2009,9,267.1900977037037,0.0
2009,10,261.80490287096774,0.0
2009,11,253.41273706666666,0.0
2009,12,249.2499312903226,0.0
2010,1,244.00160836666666,0.0
2010,2,245.87661357142858,0.0
2010,3,245.99531790322578,0.0
2010,4,256.0449045,0.0
2010,5,266.20931277419356,0.0
2010,6,272.73966026666665,17.0
2010,7,273.6746745483871,30.0
2010,8,272.85964974193547,8.0
2010,9,267.0368028,0.0
2010,10,259.04610422580646,0.0
2010,11,249.48283746666667,0.0
2010,12,246.79893189999999,0.0
2011,1,246.7413781935484,0.0
2011,2,247.64120153846153,0.0
2011,3,249.6112711935484,0.0
2011,4,254.5706735,0.0
2011,5,264.8384489032258,0.0
2011,6,273.11636826666665,19.0
2011,7,274.16367783870965,31.0
2011,8,272.9132556774194,16.0
2011,9,265.80692937931036,0.0
2011,10,256.8902950967742,0.0
2011,11,251.18569476666667,0.0
2011,12,249.82526141935486,0.0
2012,1,250.99721887096774,0.0
2012,2,248.97699960714286,0.0
2012,3,248.78979650000002,0.0
2012,4,254.15287633333335,0.0
2012,5,262.89422724,0.0
2012,6,273.43884517241383,21.0
2012,7,274.1870207,30.0
2012,8,273.0570223,12.0
2012,9,268.79900000000004,0.0
2012,10,257.7473608064516,0.0
2012,11,253.3656556551724,0.0
2012,12,249.02693783870967,0.0
2013,1,248.75541867741936,0.0
2013,2,243.0460080357143,0.0
2013,3,247.75918003333334,0.0
2013,4,255.046838,0.0
2013,5,263.8772711612903,0.0
2013,6,272.07170253333334,7.0
2013,7,273.82815187096776,31.0
2013,8,272.03376767741935,6.0
2013,9,268.0890666551724,0.0
2013,10,256.87939267741933,0.0
2013,11,250.99558165517243,0.0
2013,12,251.00745367741933,0.0
2014,1,248.97449787096775,0.0
2014,2,251.29358275,0.0
2014,3,250.4690089032258,0.0
2014,4,254.9288539,0.0
2014,5,264.5246007419355,0.0
2014,6,272.03570053333334,9.0
2014,7,273.8456299655173,29.0
2014,8,272.786275967742,14.0
2014,9,267.3329904666667,0.0
2014,10,259.9233296129032,0.0
2014,11,250.6074812,0.0
2014,12,249.5912434516129,0.0
2015,1,247.40288367741937,0.0
2015,2,247.99714067857144,0.0
2015,3,249.67348522580647,0.0
2015,4,257.61356996551723,0.0
2015,5,262.71468503225805,0.0
2015,6,273.293616,21.0
2015,7,274.1873740322581,31.0
2015,8,272.769776,19.0
2015,9,266.3054280689655,0.0
2015,10,260.63666493548385,0.0
2015,11,252.88236503333334,0.0
2015,12,247.4613218064516,0.0
2016,1,251.67315573333335,0.0
2016,2,251.5250160689655,0.0
2016,3,251.39175313793103,0.0
2016,4,255.34173023333332,0.0
2016,5,266.4049124516129,0.0
2016,6,273.31045723333335,23.0
2016,7,274.21603512903226,31.0
2016,8,272.7863855483871,12.0
2016,9,268.58218063333334,0.0
2016,10,263.1423610967742,0.0
2016,11,261.0453338,0.0
2016,12,255.05893573333333,0.0
2017,1,251.65135503225807,0.0
2017,2,249.35975835714285,0.0
2017,3,250.21340356666667,0.0
2017,4,255.78921933333334,0.0
2017,5,263.6243768387097,0.0
2017,6,272.947155,18.0
2017,7,273.97228435483873,31.0
2017,8,272.82735880645157,13.0
2017,9,268.2196613666667,0.0
2017,10,261.27533077419355,0.0
2017,11,254.5406413,0.0
2017,12,252.78520258064515,0.0
2018,1,249.55148596774194,0.0
2018,2,254.67348835714284,0.0
2018,3,247.70230786666667,0.0
2018,4,254.8502513,0.0
2018,5,266.62765,0.0
2018,6,272.7839221,18.0
2018,7,273.7875982580645,31.0
2018,8,273.43301506666666,22.0
2018,9,268.54308456666666,0.0
2018,10,264.7340939032258,0.0
2018,11,254.20408446666667,0.0
2018,12,250.70763622580645,0.0
2019,1,245.81089358620687,0.0
2019,2,246.6674725833333,0.0
2019,3,247.7089659032258,0.0
2019,4,255.88545936666665,0.0
2019,5,266.89389993548383,0.0
2019,6,273.5193194666666,26.0
2019,7,274.1697222,30.0
2019,8,273.12002260714286,16.0
2019,9,269.0933302222222,0.0
2019,10,260.1183600416667,0.0
2019,11,253.4095079,0.0
2019,12,250.35001751612904,0.0
2020,1,247.40029638709677,0.0
2020,2,248.0391694827586,0.0
2020,3,247.2865398064516,0.0
2020,4,257.37027043333336,0.0
2020,5,266.925512516129,0.0
2020,6,273.40536373333333,18.0
2020,7,274.2922741290323,31.0
2020,8,273.56856948387093,28.0
2020,9,269.21606156666667,0.0
2020,10,262.9850191935484,0.0
2020,11,258.8240568666667,0.0
2020,12,251.23826635483871,0.0
2021,1,250.4602795,0.0
2021,2,249.95087875,0.0
2021,3,246.6681450967742,0.0
2021,4,255.24397903333335,0.0
2021,5,265.8600363870968,0.0
2021,6,273.19304960000005,17.0
2021,7,273.88432764516125,31.0
2021,8,272.98659154838714,14.0
2021,9,268.14581680000003,0.0
2021,10,260.27607519354837,0.0
2021,11,252.38576650000002,0.0
2021,12,249.33164796774196,0.0
2022,1,247.925142,0.0
2022,2,250.0429450714286,0.0
2022,3,250.5103262580645,0.0
2022,4,251.6746739,0.0
2022,5,264.02121793333333,0.0
2022,6,272.43224023333335,11.0
2022,7,273.92154245161294,31.0
2022,8,273.07263535483867,20.0
2022,9,268.7705896666667,0.0
2022,10,261.86391919230766,0.0
2022,11,251.60305213793103,0.0
2022,12,250.27333151612905,0.0
2023,1,249.34760558064517,0.0
2023,2,248.00521092857142,0.0
2023,3,248.8279444516129,0.0
2023,4,252.61294020689655,0.0
2023,5,262.6872518709677,0.0
2023,6,272.8733642,16.0
2023,7,274.07669941935484,30.0
2023,8,273.31783667741934,23.0
2023,9,269.82403973333334,0.0
2023,10,260.23922445161287,0.0
2023,11,252.62567696666667,0.0
2023,12,252.97404925806453,0.0
2024,1,248.56570183870969,0.0
2024,2,252.98841486206896,0.0
2024,3,247.49789622580644,0.0
2024,4,253.75175166666668,0.0
2024,5,265.67758677419357,0.0
2024,6,273.39317726666667,23.0
2024,7,274.10673070967744,31.0
2024,8,272.89723154838714,11.0
2024,9,268.29657483333335,0.0
2024,10,264.9377864516129,0.0
2024,11,256.3990783666667,0.0
2024,12,250.353489483871,0.0
2025,1,247.65651522580646,0.0
2025,2,255.1380837857143,0.0
2025,3,250.41504322727272,0.0
